map
	ez_stream
	9.03183,38.50054,-33.07079,71.38255,11.85008,177.25020,0.00000,0.51966,-9.55036,-33.24961,0,0,1,0,0,0,
	9.03730,38.51126,-33.26268,70.71577,11.85008,177.20020,0.00000,0.53618,-9.59474,-33.33900,0,0,1,0,0,0,
	9.04066,38.51126,-33.26268,70.71577,11.85008,177.20020,0.00000,0.53618,-9.59474,-33.33900,0,0,1,0,0,0,
	9.04330,38.51126,-33.26268,70.71577,11.85008,177.20020,0.00000,0.53618,-9.59474,-33.33900,0,0,1,0,0,0,
	9.04593,38.51126,-33.26268,70.71577,11.85008,177.20020,0.00000,0.53618,-9.59474,-33.33900,0,0,1,0,0,0,
	9.04872,38.51126,-33.26268,70.71577,11.85008,177.20020,0.00000,0.53618,-9.59474,-33.33900,0,0,1,0,0,0,
	9.05206,38.51126,-33.26268,70.71577,11.85008,177.20020,0.00000,0.53618,-9.59474,-33.33900,0,0,1,0,0,0,
	9.05636,38.52246,-33.45562,70.04725,11.80008,177.20020,0.00000,0.55978,-9.64706,-33.42573,0,0,1,0,0,0,
	9.06040,38.52246,-33.45562,70.04725,11.80008,177.25020,0.00000,0.55978,-9.64706,-33.42573,0,0,1,0,0,0,
	9.06321,38.52246,-33.45562,70.04725,11.80008,177.25020,0.00000,0.55978,-9.64706,-33.42573,0,0,1,0,0,0,
	9.06738,38.52246,-33.45562,70.04725,11.80008,177.30020,0.00000,0.55978,-9.64706,-33.42573,0,0,1,0,0,0,
	9.07257,38.52246,-33.45562,70.04725,11.75008,177.35020,0.00000,0.55978,-9.64706,-33.42573,0,0,1,0,0,0,
	9.07539,38.53323,-33.64861,69.37665,11.75008,177.35020,0.00000,0.53868,-9.64909,-33.53006,0,0,1,0,0,0,
	9.07942,38.53323,-33.64861,69.37665,11.75008,177.40020,0.00000,0.53868,-9.64909,-33.53006,0,0,1,0,0,0,
	9.08206,38.53323,-33.64861,69.37665,11.75008,177.40020,0.00000,0.53868,-9.64909,-33.53006,0,0,1,0,0,0,
	9.08738,38.53323,-33.64861,69.37665,11.75008,177.45020,0.00000,0.53868,-9.64909,-33.53006,0,0,1,0,0,0,
	9.08997,38.53323,-33.64861,69.37665,11.75008,177.45020,0.00000,0.53868,-9.64909,-33.53006,0,0,1,0,0,0,
	9.09360,38.54331,-33.84132,68.70387,11.75008,177.50020,0.00000,0.50412,-9.63560,-33.63928,0,0,1,0,0,0,
	9.09704,38.54331,-33.84132,68.70387,11.75008,177.50020,0.00000,0.50412,-9.63560,-33.63928,0,0,1,0,0,0,
	9.10099,38.54331,-33.84132,68.70387,11.75008,177.50020,0.00000,0.50412,-9.63560,-33.63928,0,0,1,0,0,0,
	9.10408,38.54331,-33.84132,68.70387,11.75008,177.50020,0.00000,0.50412,-9.63560,-33.63928,0,0,1,0,0,0,
	9.10690,38.54331,-33.84132,68.70387,11.75008,177.50020,0.00000,0.50412,-9.63560,-33.63928,0,0,1,0,0,0,
	9.10947,38.54331,-33.84132,68.70387,11.75008,177.50020,0.00000,0.50412,-9.63560,-33.63928,0,0,1,0,0,0,
	9.11259,38.54331,-33.84132,68.70387,11.75008,177.50020,0.00000,0.50412,-9.63560,-33.63928,0,0,1,0,0,0,
	9.11618,38.55279,-34.03385,68.02894,11.70008,177.50020,0.00000,0.47375,-9.62683,-33.74641,0,0,1,0,0,0,
	9.11995,38.55279,-34.03385,68.02894,11.70008,177.50020,0.00000,0.47375,-9.62683,-33.74641,0,0,1,0,0,0,
	9.12264,38.55279,-34.03385,68.02894,11.70008,177.50020,0.00000,0.47375,-9.62683,-33.74641,0,0,1,0,0,0,
	9.12540,38.55279,-34.03385,68.02894,11.70008,177.50020,0.00000,0.47375,-9.62683,-33.74641,0,0,1,0,0,0,
	9.12796,38.55279,-34.03385,68.02894,11.70008,177.50020,0.00000,0.47375,-9.62683,-33.74641,0,0,1,0,0,0,
	9.13048,38.55279,-34.03385,68.02894,11.70008,177.50020,0.00000,0.47375,-9.62683,-33.74641,0,0,1,0,0,0,
	9.13522,38.56195,-34.22654,67.35199,11.70008,177.50020,0.00000,0.45800,-9.63456,-33.84759,0,0,1,0,0,0,
	9.13828,38.56195,-34.22654,67.35199,11.70008,177.50020,0.00000,0.45800,-9.63456,-33.84759,0,0,1,0,0,0,
	9.14137,38.56195,-34.22654,67.35199,11.70008,177.50020,0.00000,0.45800,-9.63456,-33.84759,0,0,1,0,0,0,
	9.14406,38.56195,-34.22654,67.35199,11.70008,177.50020,0.00000,0.45800,-9.63456,-33.84759,0,0,1,0,0,0,
	9.14685,38.56195,-34.22654,67.35199,11.70008,177.50020,0.00000,0.45800,-9.63456,-33.84759,0,0,1,0,0,0,
	9.14955,38.56195,-34.22654,67.35199,11.70008,177.50020,0.00000,0.45800,-9.63456,-33.84759,0,0,1,0,0,0,
	9.15337,38.57096,-34.41958,66.67308,11.70008,177.50020,0.00000,0.45072,-9.65174,-33.94536,0,0,1,0,0,0,
	9.15654,38.57096,-34.41958,66.67308,11.70008,177.50020,0.00000,0.45072,-9.65174,-33.94536,0,0,1,0,0,0,
	9.15915,38.57096,-34.41958,66.67308,11.70008,177.50020,0.00000,0.45072,-9.65174,-33.94536,0,0,1,0,0,0,
	9.16308,38.57096,-34.41958,66.67308,11.70008,177.50020,0.00000,0.45072,-9.65174,-33.94536,0,0,1,0,0,0,
	9.16566,38.57096,-34.41958,66.67308,11.70008,177.50020,0.00000,0.45072,-9.65174,-33.94536,0,0,1,0,0,0,
	9.16898,38.57096,-34.41958,66.67308,11.70008,177.50020,0.00000,0.45072,-9.65174,-33.94536,0,0,1,0,0,0,
	9.17192,38.57096,-34.41958,66.67308,11.70008,177.50020,0.00000,0.45072,-9.65174,-33.94536,0,0,1,0,0,0,
	9.17457,38.57993,-34.61306,65.99226,11.70008,177.50020,0.00000,0.44825,-9.67436,-34.04117,0,0,1,0,0,0,
	9.17776,38.57993,-34.61306,65.99226,11.70008,177.50020,0.00000,0.44825,-9.67436,-34.04117,0,0,1,0,0,0,
	9.18096,38.57993,-34.61306,65.99226,11.70008,177.50020,0.00000,0.44825,-9.67436,-34.04117,0,0,1,0,0,0,
	9.18499,38.57993,-34.61306,65.99226,11.70008,177.50020,0.00000,0.44825,-9.67436,-34.04117,0,0,1,0,0,0,
	9.18863,38.57993,-34.61306,65.99226,11.70008,177.50020,0.00000,0.44825,-9.67436,-34.04117,0,0,1,0,0,0,
	9.19165,38.57993,-34.61306,65.99226,11.70008,177.50020,0.00000,0.44825,-9.67436,-34.04117,0,0,1,0,0,0,
	9.19575,38.58890,-34.80706,65.30954,11.70008,177.50020,0.00000,0.44856,-9.70011,-34.13585,0,0,1,0,0,0,
	9.19945,38.58890,-34.80706,65.30954,11.70008,177.50020,0.00000,0.44856,-9.70011,-34.13585,0,0,1,0,0,0,
	9.20332,38.58890,-34.80706,65.30954,11.70008,177.50020,0.00000,0.44856,-9.70011,-34.13585,0,0,1,0,0,0,
	9.20596,38.58890,-34.80706,65.30954,11.70008,177.50020,0.00000,0.44856,-9.70011,-34.13585,0,0,1,0,0,0,
	9.20862,38.58890,-34.80706,65.30954,11.70008,177.50020,0.00000,0.44856,-9.70011,-34.13585,0,0,1,0,0,0,
	9.21128,38.58890,-34.80706,65.30954,11.70008,177.50020,0.00000,0.44856,-9.70011,-34.13585,0,0,1,0,0,0,
	9.21398,38.59791,-35.00162,64.62494,11.70008,177.50020,0.00000,0.45043,-9.72768,-34.22987,0,0,1,0,0,0,
	9.21792,38.59791,-35.00162,64.62494,11.70008,177.50020,0.00000,0.45043,-9.72768,-34.22987,0,0,1,0,0,0,
	9.22126,38.59791,-35.00162,64.62494,11.70008,177.50020,0.00000,0.45043,-9.72768,-34.22987,0,0,1,0,0,0,
	9.22534,38.59791,-35.00162,64.62494,11.70008,177.50020,0.00000,0.45043,-9.72768,-34.22987,0,0,1,0,0,0,
	9.22808,38.59791,-35.00162,64.62494,11.70008,177.50020,0.00000,0.45043,-9.72768,-34.22987,0,0,1,0,0,0,
	9.23066,38.59791,-35.00162,64.62494,11.70008,177.50020,0.00000,0.45043,-9.72768,-34.22987,0,0,1,0,0,0,
	9.23366,38.60697,-35.19674,63.93847,11.70008,177.50020,0.00000,0.45324,-9.75631,-34.32351,0,0,1,0,0,0,
	9.23736,38.60697,-35.19674,63.93847,11.70008,177.50020,0.00000,0.45324,-9.75631,-34.32351,0,0,1,0,0,0,
	9.24015,38.60697,-35.19674,63.93847,11.70008,177.50020,0.00000,0.45324,-9.75631,-34.32351,0,0,1,0,0,0,
	9.24279,38.60697,-35.19674,63.93847,11.70008,177.50020,0.00000,0.45324,-9.75631,-34.32351,0,0,1,0,0,0,
	9.24548,38.60697,-35.19674,63.93847,11.70008,177.50020,0.00000,0.45324,-9.75631,-34.32351,0,0,1,0,0,0,
	9.24848,38.60697,-35.19674,63.93847,11.70008,177.50020,0.00000,0.45324,-9.75631,-34.32351,0,0,1,0,0,0,
	9.25199,38.60697,-35.19674,63.93847,11.70008,177.50020,0.00000,0.45324,-9.75631,-34.32351,0,0,1,0,0,0,
	9.25510,38.61610,-35.39245,63.25013,11.70008,177.50020,0.00000,0.45668,-9.78546,-34.41696,0,0,1,0,0,0,
	9.25914,38.61610,-35.39245,63.25013,11.70008,177.50020,0.00000,0.45668,-9.78546,-34.41696,0,0,1,0,0,0,
	9.26285,38.61610,-35.39245,63.25013,11.70008,177.50020,0.00000,0.45668,-9.78546,-34.41696,0,0,1,0,0,0,
	9.26567,38.61610,-35.39245,63.25013,11.70008,177.50020,0.00000,0.45668,-9.78546,-34.41696,0,0,1,0,0,0,
	9.26966,38.61610,-35.39245,63.25013,11.70008,177.50020,0.00000,0.45668,-9.78546,-34.41696,0,0,1,0,0,0,
	9.27289,38.62531,-35.58875,62.55993,11.70008,177.50020,0.00000,0.46033,-9.81496,-34.51029,0,0,1,0,0,0,
	9.27612,38.62531,-35.58875,62.55993,11.70008,177.50020,0.00000,0.46033,-9.81496,-34.51029,0,0,1,0,0,0,
	9.27888,38.62531,-35.58875,62.55993,11.70008,177.50020,0.00000,0.46033,-9.81496,-34.51029,0,0,1,0,0,0,
	9.28155,38.62531,-35.58875,62.55993,11.70008,177.50020,0.00000,0.46033,-9.81496,-34.51029,0,0,1,0,0,0,
	9.28482,38.62531,-35.58875,62.55993,11.70008,177.50020,0.00000,0.46033,-9.81496,-34.51029,0,0,1,0,0,0,
	9.28928,38.62531,-35.58875,62.55993,11.70008,177.50020,0.00000,0.46033,-9.81496,-34.51029,0,0,1,0,0,0,
	9.29201,38.62531,-35.58875,62.55993,11.70008,177.50020,0.00000,0.46033,-9.81496,-34.51029,0,0,1,0,0,0,
	9.29498,38.63459,-35.78564,61.86786,11.70008,177.50020,0.00000,0.46409,-9.84471,-34.60353,0,0,1,0,0,0,
	9.29808,38.63459,-35.78564,61.86786,11.70008,177.50020,0.00000,0.46409,-9.84471,-34.60353,0,0,1,0,0,0,
	9.30149,38.63459,-35.78564,61.86786,11.70008,177.50020,0.00000,0.46409,-9.84471,-34.60353,0,0,1,0,0,0,
	9.30464,38.63459,-35.78564,61.86786,11.70008,177.50020,0.00000,0.46409,-9.84471,-34.60353,0,0,1,0,0,0,
	9.30758,38.63459,-35.78564,61.86786,11.70008,177.50020,0.00000,0.46409,-9.84471,-34.60353,0,0,1,0,0,0,
	9.31017,38.63459,-35.78564,61.86786,11.70008,177.50020,0.00000,0.46409,-9.84471,-34.60353,0,0,1,0,0,0,
	9.31277,38.64396,-35.98314,61.17392,11.70008,177.50020,0.00000,0.46810,-9.87451,-34.69675,0,0,1,0,0,0,
	9.31580,38.64396,-35.98314,61.17392,11.70008,177.50020,0.00000,0.46810,-9.87451,-34.69675,0,0,1,0,0,0,
	9.32037,38.64396,-35.98314,61.17392,11.70008,177.50020,0.00000,0.46810,-9.87451,-34.69675,0,0,1,0,0,0,
	9.32303,38.64396,-35.98314,61.17392,11.70008,177.50020,0.00000,0.46810,-9.87451,-34.69675,0,0,1,0,0,0,
	9.32571,38.64396,-35.98314,61.17392,11.70008,177.50020,0.00000,0.46810,-9.87451,-34.69675,0,0,1,0,0,0,
	9.32853,38.64396,-35.98314,61.17392,11.70008,177.50020,0.00000,0.46810,-9.87451,-34.69675,0,0,1,0,0,0,
	9.33119,38.64396,-35.98314,61.17392,11.70008,177.50020,0.00000,0.46810,-9.87451,-34.69675,0,0,1,0,0,0,
	9.33443,38.65340,-36.18122,60.47812,11.70008,177.50020,0.00000,0.47208,-9.90438,-34.78994,0,0,1,0,0,0,
	9.33806,38.65340,-36.18122,60.47812,11.70008,177.50020,0.00000,0.47208,-9.90438,-34.78994,0,0,1,0,0,0,
	9.34112,38.65340,-36.18122,60.47812,11.70008,177.50020,0.00000,0.47208,-9.90438,-34.78994,0,0,1,0,0,0,
	9.34399,38.65340,-36.18122,60.47812,11.70008,177.50020,0.00000,0.47208,-9.90438,-34.78994,0,0,1,0,0,0,
	9.34672,38.65340,-36.18122,60.47812,11.70008,177.50020,0.00000,0.47208,-9.90438,-34.78994,0,0,1,0,0,0,
	9.35070,38.65340,-36.18122,60.47812,11.70008,177.50020,0.00000,0.47208,-9.90438,-34.78994,0,0,1,0,0,0,
	9.35393,38.66292,-36.37991,59.78046,11.70008,177.50020,0.00000,0.47609,-9.93430,-34.88312,0,0,1,0,0,0,
	9.35787,38.66292,-36.37991,59.78046,11.70008,177.50020,0.00000,0.47609,-9.93430,-34.88312,0,0,1,0,0,0,
	9.36124,38.66292,-36.37991,59.78046,11.70008,177.50020,0.00000,0.47609,-9.93430,-34.88312,0,0,1,0,0,0,
	9.36411,38.66292,-36.37991,59.78046,11.70008,177.50020,0.00000,0.47609,-9.93430,-34.88312,0,0,1,0,0,0,
	9.36731,38.66292,-36.37991,59.78046,11.70008,177.50020,0.00000,0.47609,-9.93430,-34.88312,0,0,1,0,0,0,
	9.37063,38.66292,-36.37991,59.78046,11.70008,177.50020,0.00000,0.47609,-9.93430,-34.88312,0,0,1,0,0,0,
	9.37343,38.67252,-36.57919,59.08093,11.70008,177.50020,0.00000,0.48013,-9.96425,-34.97628,0,0,1,0,0,0,
	9.37672,38.67252,-36.57919,59.08093,11.70008,177.50020,0.00000,0.48013,-9.96425,-34.97628,0,0,1,0,0,0,
	9.37962,38.67252,-36.57919,59.08093,11.70008,177.50020,0.00000,0.48013,-9.96425,-34.97628,0,0,1,0,0,0,
	9.38216,38.67252,-36.57919,59.08093,11.70008,177.50020,0.00000,0.48013,-9.96425,-34.97628,0,0,1,0,0,0,
	9.38565,38.67252,-36.57919,59.08093,11.70008,177.50020,0.00000,0.48013,-9.96425,-34.97628,0,0,1,0,0,0,
	9.38943,38.67252,-36.57919,59.08093,11.70008,177.50020,0.00000,0.48013,-9.96425,-34.97628,0,0,1,0,0,0,
	9.39247,38.67252,-36.57919,59.08093,11.70008,177.50020,0.00000,0.48013,-9.96425,-34.97628,0,0,1,0,0,0,
	9.39652,38.68221,-36.77907,58.37954,11.70008,177.50020,0.00000,0.48418,-9.99421,-35.06945,0,0,1,0,0,0,
	9.39966,38.68221,-36.77907,58.37954,11.70008,177.50020,0.00000,0.48418,-9.99421,-35.06945,0,0,1,0,0,0,
	9.40312,38.68221,-36.77907,58.37954,11.70008,177.50020,0.00000,0.48418,-9.99421,-35.06945,0,0,1,0,0,0,
	9.40595,38.68221,-36.77907,58.37954,11.70008,177.50020,0.00000,0.48418,-9.99421,-35.06945,0,0,1,0,0,0,
	9.40859,38.68221,-36.77907,58.37954,11.70008,177.50020,0.00000,0.48418,-9.99421,-35.06945,0,0,1,0,0,0,
	9.41229,38.68221,-36.77907,58.37954,11.70008,177.50020,0.00000,0.48418,-9.99421,-35.06945,0,0,1,0,0,0,
	9.41536,38.69197,-36.97956,57.67629,11.70008,177.50020,0.00000,0.48817,-10.02423,-35.16259,0,0,1,0,0,0,
	9.41954,38.69197,-36.97956,57.67629,11.70008,177.50020,0.00000,0.48817,-10.02423,-35.16259,0,0,1,0,0,0,
	9.42235,38.69197,-36.97956,57.67629,11.70008,177.50020,0.00000,0.48817,-10.02423,-35.16259,0,0,1,0,0,0,
	9.42527,38.69197,-36.97956,57.67629,11.70008,177.50020,0.00000,0.48817,-10.02423,-35.16259,0,0,1,0,0,0,
	9.42906,38.69197,-36.97956,57.67629,11.70008,177.50020,0.00000,0.48817,-10.02423,-35.16259,0,0,1,0,0,0,
	9.43180,38.69197,-36.97956,57.67629,11.70008,177.50020,0.00000,0.48817,-10.02423,-35.16259,0,0,1,0,0,0,
	9.43517,38.70181,-37.18064,56.97118,11.70008,177.50020,0.00000,0.49232,-10.05418,-35.25575,0,0,1,0,0,0,
	9.43846,38.70181,-37.18064,56.97118,11.70008,177.50020,0.00000,0.49232,-10.05418,-35.25575,0,0,1,0,0,0,
	9.44163,38.70181,-37.18064,56.97118,11.70008,177.50020,0.00000,0.49232,-10.05418,-35.25575,0,0,1,0,0,0,
	9.44492,38.70181,-37.18064,56.97118,11.70008,177.50020,0.00000,0.49232,-10.05418,-35.25575,0,0,1,0,0,0,
	9.44891,38.70181,-37.18064,56.97118,11.70008,177.50020,0.00000,0.49232,-10.05418,-35.25575,0,0,1,0,0,0,
	9.45376,38.71174,-37.38232,56.26420,11.70008,177.50020,0.00000,0.49637,-10.08414,-35.34892,0,0,1,0,0,0,
	9.45899,38.71174,-37.38232,56.26420,11.70008,177.50020,0.00000,0.49637,-10.08414,-35.34892,0,0,1,0,0,0,
	9.46179,38.71174,-37.38232,56.26420,11.70008,177.50020,0.00000,0.49637,-10.08414,-35.34892,0,0,1,0,0,0,
	9.46507,38.71174,-37.38232,56.26420,11.70008,177.50020,0.00000,0.49637,-10.08414,-35.34892,0,0,1,0,0,0,
	9.46885,38.71174,-37.38232,56.26420,11.70008,177.50020,0.00000,0.49637,-10.08414,-35.34892,0,0,1,0,0,0,
	9.47161,38.71174,-37.38232,56.26420,11.70008,177.50020,0.00000,0.49637,-10.08414,-35.34892,0,0,1,0,0,0,
	9.47467,38.72175,-37.58461,55.55536,11.70008,177.50020,0.00000,0.50043,-10.11411,-35.44207,0,0,1,0,0,0,
	9.47831,38.72175,-37.58461,55.55536,11.70008,177.50020,0.00000,0.50043,-10.11411,-35.44207,0,0,1,0,0,0,
	9.48199,38.72175,-37.58461,55.55536,11.70008,177.50020,0.00000,0.50043,-10.11411,-35.44207,0,0,1,0,0,0,
	9.48595,38.72175,-37.58461,55.55536,11.70008,177.50020,0.00000,0.50043,-10.11411,-35.44207,0,0,1,0,0,0,
	9.48992,38.72175,-37.58461,55.55536,11.70008,177.50020,0.00000,0.50043,-10.11411,-35.44207,0,0,1,0,0,0,
	9.49321,38.73184,-37.78749,54.84465,11.70008,177.50020,0.00000,0.50447,-10.14410,-35.53522,0,0,1,0,0,0,
	9.49660,38.73184,-37.78749,54.84465,11.70008,177.50020,0.00000,0.50447,-10.14410,-35.53522,0,0,1,0,0,0,
	9.49972,38.73184,-37.78749,54.84465,11.70008,177.50020,0.00000,0.50447,-10.14410,-35.53522,0,0,1,0,0,0,
	9.50335,38.73184,-37.78749,54.84465,11.70008,177.50020,0.00000,0.50447,-10.14410,-35.53522,0,0,1,0,0,0,
	9.50604,38.73184,-37.78749,54.84465,11.70008,177.50020,0.00000,0.50447,-10.14410,-35.53522,0,0,1,0,0,0,
	9.50867,38.73184,-37.78749,54.84465,11.70008,177.50020,0.00000,0.50447,-10.14410,-35.53522,0,0,1,0,0,0,
	9.51128,38.73184,-37.78749,54.84465,11.70008,177.50020,0.00000,0.50447,-10.14410,-35.53522,0,0,1,0,0,0,
	9.51398,38.74201,-37.99097,54.13208,11.70008,177.50020,0.00000,0.50853,-10.17411,-35.62837,0,0,1,0,0,0,
	9.51816,38.74201,-37.99097,54.13208,11.70008,177.50020,0.00000,0.50853,-10.17411,-35.62837,0,0,1,0,0,0,
	9.52304,38.74201,-37.99097,54.13208,11.65008,177.50020,0.00000,0.50853,-10.17411,-35.62837,0,0,1,0,0,0,
	9.52575,38.74201,-37.99097,54.13208,11.65008,177.50020,0.00000,0.50853,-10.17411,-35.62837,0,0,1,0,0,0,
	9.52879,38.74201,-37.99097,54.13208,11.65008,177.50020,0.00000,0.50853,-10.17411,-35.62837,0,0,1,0,0,0,
	9.53155,38.74201,-37.99097,54.13208,11.65008,177.50020,0.00000,0.50853,-10.17411,-35.62837,0,0,1,0,0,0,
	9.53734,38.75227,-38.19505,53.41765,11.60008,177.55020,0.00000,0.51265,-10.20406,-35.72153,0,0,1,0,0,0,
	9.54056,38.75227,-38.19505,53.41765,11.60008,177.55020,0.00000,0.51265,-10.20406,-35.72153,0,0,1,0,0,0,
	9.54317,38.75227,-38.19505,53.41765,11.60008,177.55020,0.00000,0.51265,-10.20406,-35.72153,0,0,1,0,0,0,
	9.54586,38.75227,-38.19505,53.41765,11.60008,177.55020,0.00000,0.51265,-10.20406,-35.72153,0,0,1,0,0,0,
	9.54879,38.75227,-38.19505,53.41765,11.60008,177.55020,0.00000,0.51265,-10.20406,-35.72153,0,0,1,0,0,0,
	9.55333,38.76234,-38.39944,52.70126,11.60008,177.55020,0.00000,0.50371,-10.21932,-35.81966,0,0,1,0,0,0,
	9.55770,38.76234,-38.39944,52.70126,11.55008,177.60020,0.00000,0.50371,-10.21932,-35.81966,0,0,1,0,0,0,
	9.56037,38.76234,-38.39944,52.70126,11.55008,177.60020,0.00000,0.50371,-10.21932,-35.81966,0,0,1,0,0,0,
	9.56357,38.76234,-38.39944,52.70126,11.55008,177.60020,0.00000,0.50371,-10.21932,-35.81966,0,0,1,0,0,0,
	9.56839,38.76234,-38.39944,52.70126,11.55008,177.60020,0.00000,0.50371,-10.21932,-35.81966,0,0,1,0,0,0,
	9.57262,38.77209,-38.60396,51.98285,11.50008,177.65020,0.00000,0.48722,-10.22600,-35.92050,0,0,1,0,0,0,
	9.57595,38.77209,-38.60396,51.98285,11.50008,177.65020,0.00000,0.48722,-10.22600,-35.92050,0,0,1,0,0,0,
	9.57874,38.77209,-38.60396,51.98285,11.50008,177.65020,0.00000,0.48722,-10.22600,-35.92050,0,0,1,0,0,0,
	9.58473,38.77209,-38.60396,51.98285,11.45008,177.70020,0.00000,0.48722,-10.22600,-35.92050,0,0,1,0,0,0,
	9.58768,38.77209,-38.60396,51.98285,11.45008,177.70020,0.00000,0.48722,-10.22600,-35.92050,0,0,1,0,0,0,
	9.59153,38.77209,-38.60396,51.98285,11.45008,177.75020,0.00000,0.48722,-10.22600,-35.92050,0,0,1,0,0,0,
	9.59448,38.78089,-38.80792,51.26220,11.45008,177.75020,0.00000,0.44016,-10.19804,-36.03245,0,0,1,0,0,0,
	9.59899,38.78089,-38.80792,51.26220,11.40008,177.80020,0.00000,0.44016,-10.19804,-36.03245,0,0,1,0,0,0,
	9.60479,38.78089,-38.80792,51.26220,11.35008,177.85020,0.00000,0.44016,-10.19804,-36.03245,0,0,1,0,0,0,
	9.60739,38.78089,-38.80792,51.26220,11.35008,177.85020,0.00000,0.44016,-10.19804,-36.03245,0,0,1,0,0,0,
	9.61088,38.78089,-38.80792,51.26220,11.35008,177.90020,0.00000,0.44016,-10.19804,-36.03245,0,0,1,0,0,0,
	9.61515,38.78840,-39.01091,50.53920,11.30008,177.95020,0.00000,0.37538,-10.14967,-36.15020,0,0,1,0,0,0,
	9.62005,38.78840,-39.01091,50.53920,11.25008,178.00020,0.00000,0.37538,-10.14967,-36.15020,0,0,1,0,0,0,
	9.62586,38.78840,-39.01091,50.53920,11.25008,178.05020,0.00000,0.37538,-10.14967,-36.15020,0,0,1,0,0,0,
	9.63022,38.78840,-39.01091,50.53920,11.20008,178.10020,0.00000,0.37538,-10.14967,-36.15020,0,0,1,0,0,0,
	9.63436,38.79414,-39.21239,49.81369,11.15008,178.15020,0.00000,0.28699,-10.07411,-36.27531,0,0,1,0,0,0,
	9.64265,38.79414,-39.21239,49.81369,11.10008,178.30020,0.00000,0.28699,-10.07411,-36.27531,0,0,1,0,0,0,
	9.64624,38.79414,-39.21239,49.81369,11.10008,178.35020,0.00000,0.28699,-10.07411,-36.27531,0,0,1,0,0,0,
	9.65096,38.79414,-39.21239,49.81369,11.05008,178.40020,0.00000,0.28699,-10.07411,-36.27531,0,0,1,0,0,0,
	9.65723,38.79731,-39.41143,49.08544,11.00008,178.50020,0.00000,0.15834,-9.95219,-36.41254,0,0,1,0,0,0,
	9.66314,38.79731,-39.41143,49.08544,10.95008,178.60020,0.00000,0.15834,-9.95219,-36.41254,0,0,1,0,0,0,
	9.66605,38.79731,-39.41143,49.08544,10.95008,178.60020,0.00000,0.15834,-9.95219,-36.41254,0,0,1,0,0,0,
	9.67081,38.79731,-39.41143,49.08544,10.90008,178.70020,0.00000,0.15834,-9.95219,-36.41254,0,0,1,0,0,0,
	9.67721,38.79742,-39.60748,48.35434,10.85008,178.80020,0.00000,0.00596,-9.80227,-36.55507,0,0,1,0,0,0,
	9.68128,38.79742,-39.60748,48.35434,10.85008,178.85030,0.00000,0.00596,-9.80227,-36.55507,0,0,1,0,0,0,
	9.68720,38.79742,-39.60748,48.35434,10.80008,178.95030,0.00000,0.00596,-9.80227,-36.55507,0,0,1,0,0,0,
	9.69192,38.79742,-39.60748,48.35434,10.75008,179.00030,0.00000,0.00596,-9.80227,-36.55507,0,0,1,0,0,0,
	9.69562,38.79421,-39.80018,47.62035,10.75008,179.05030,0.00000,-0.16087,-9.63500,-36.69903,0,0,1,0,0,0,
	9.69939,38.79421,-39.80018,47.62035,10.70008,179.10030,0.00000,-0.16087,-9.63500,-36.69903,0,0,1,0,0,0,
	9.70591,38.79421,-39.80018,47.62035,10.65007,179.20030,0.00000,-0.16087,-9.63500,-36.69903,0,0,1,0,0,0,
	9.70965,38.79421,-39.80018,47.62035,10.65008,179.25030,0.00000,-0.16087,-9.63500,-36.69903,0,0,1,0,0,0,
	9.71366,38.78774,-39.98961,46.88358,10.60008,179.30030,0.00000,-0.32355,-9.47177,-36.83844,0,0,1,0,0,0,
	9.71859,38.78774,-39.98961,46.88358,10.60007,179.35030,0.00000,-0.32355,-9.47177,-36.83844,0,0,1,0,0,0,
	9.72319,38.78774,-39.98961,46.88358,10.55007,179.40030,0.00000,-0.32355,-9.47177,-36.83844,0,0,1,0,0,0,
	9.72782,38.78774,-39.98961,46.88358,10.50007,179.50030,0.00000,-0.32355,-9.47177,-36.83844,0,0,1,0,0,0,
	9.73071,38.78774,-39.98961,46.88358,10.50007,179.50030,0.00000,-0.32355,-9.47177,-36.83844,0,0,1,0,0,0,
	9.73487,38.77805,-40.17581,46.14410,10.50007,179.55030,0.00000,-0.48422,-9.30994,-36.97414,0,0,1,0,0,0,
	9.73912,38.77805,-40.17581,46.14410,10.45007,179.60030,0.00000,-0.48422,-9.30994,-36.97414,0,0,1,0,0,0,
	9.74258,38.77805,-40.17581,46.14410,10.45007,179.65030,0.00000,-0.48422,-9.30994,-36.97414,0,0,1,0,0,0,
	9.74620,38.77805,-40.17581,46.14410,10.40007,179.70030,0.00000,-0.48422,-9.30994,-36.97414,0,0,1,0,0,0,
	9.74891,38.77805,-40.17581,46.14410,10.40007,179.70030,0.00000,-0.48422,-9.30994,-36.97414,0,0,1,0,0,0,
	9.75546,38.76543,-40.35908,45.40204,10.40007,179.80030,0.00000,-0.63089,-9.16332,-37.10295,0,0,1,0,0,0,
	9.76220,38.76543,-40.35908,45.40204,10.35007,179.85030,0.00000,-0.63089,-9.16332,-37.10295,0,0,1,0,0,0,
	9.76713,38.76543,-40.35908,45.40204,10.30007,179.90030,0.00000,-0.63089,-9.16332,-37.10295,0,0,1,0,0,0,
	9.77296,38.75003,-40.53958,44.65750,10.25007,179.95030,0.00000,-0.76995,-9.02498,-37.22698,0,0,1,0,0,0,
